,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,TF-IDF scores,top_word
788,2023-02-17,Mortgage,Conventional home mortgage,Trouble during payment process,,"I have requested from Specialized Loan Servicing LLC that they waive or credit back a {$25.00} fee placed on my account for insufficient funds on the following basis. I should not be penalized for SLS 's wrongdoing. Multiple attempts have been made with customer service, all of which provided no resolution. I am now unable to sell my house without conceding the erroneous charge as a result of SLS 's egregious behavior. 

- The bank account information SLS drafted from was never provided to SLS by myself. I am not aware of how SLS obtained this bank account information. They should have never had this sensitive personal information. 
- SLS set up auto-pay on my behalf, without my consent- I never authorized payment to be drawn from the account ( of which I never shared information for )- I promptly paid from the correct account - SLS failed to acknowledge their receipt of a notice of error letter and have done nothing about it ( posted //23, received //23 ).",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,TX,76227,,True,Web,2023-02-17,Closed with explanation,True,True,6585101,[0. 0. 0. ... 0. 0. 0.],"['account', 'information', 'wrongdoing']"
789,2015-06-02,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"My mortgage was recently transferred to a servicing company LoanCare, a  . When I called to setup  payments the servicer said that they could not accept  payments and only accept  payments. They, in turn, offered a service through a third party company,  .   charges a fee to collect  payments of {$290.00} and then roughly ~ {$2.00} per  payments. This sets me at a detriment because I am being forced to choose between paying this fee or paying monthly. Either way the servicer is maximizing fees or maximizing interest at the expense of the customer.",Company chooses not to provide a public response,"LoanCare, LLC",NC,28209,,True,Web,2015-06-02,Closed with explanation,False,True,1401285,[0. 0. 0. ... 0. 0. 0.],"['accept', 'detriment', 'fee']"
790,2023-02-07,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"My housing counselor and I asked for a detailed breakdown of all the fees & charges to my mortgage with Wells Fargo. We did it on the phone, by handwritten letter & email several weeks ago, but Wells Fargo failed to deliver it. 

They also imposed an escrow acct and charged me for property taxes/HO insurance premium that were never over due. 

I applied for WA HAF in // and was informed the HAF would be delivered by //. But Wells Fargo failed to provide the correct amount due and put the HAF assistance at jeopardy. Each time they provided a high number thats different from the official statements and what we were told on the phone. Even their  did not know how those number come up as they did not add up. 

Wells Fargo is the worst large agency I have dealt with. No wonder it was fined $  recently. I am deeply frustrated and need your help ASAP. Thank you! 

Truly yours,   ",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,WA,98388,,True,Web,2023-02-07,Closed with explanation,True,True,6535178,[0. 0. 0. ... 0. 0. 0.],"['deeply', 'ho', 'wa']"
791,2021-12-01,Mortgage,Conventional home mortgage,Trouble during payment process,,"I have recently opened my monthly statement to see that there is deferred principal in the amount of {$7800.00}. I have always paid my monthly payment even during the pandemic. 

There is absolutely no reason why I should have deferred principal. This company continues to plays games with my mortgage and my monthly payments. This is a negative amortization mortgage, which is illegal in some states, and the company is literally stealing from me. 

Now they come up with this nonsense! I have made several complains in the past and the CFPB has done nothing!",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",NY,11230,,True,Web,2021-12-01,Closed with explanation,True,True,4965187,[0. 0. 0. ... 0. 0. 0.],"['deferred', 'monthly', 'principal']"
792,2018-01-13,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"After continuing a dialogue with NationsStar/Mr Cooper as well as opening several complaints, reading and receiving their response, I have received the attached statement from this mortgage company. According to this statement, we owe {$10000.00} which is not what has been reported to CFPB. The last correspondence explains we have made 3 completed trial payments and our payments, afterwards, are modified payments of {$1400.00}? Which is financially unacceptable. For several reasons, we were TOLD, how this modification would work in our favor because payments would be smaller than the trial payments. Secondly, this mortgage company totally ignored tax payments are under a deferral and were sent back to the mortgage company several times because of this. One of the homeowners is  and receives  income making it nearly impossible to meet the payment of greater than {$1000.00}. A representative over the phone called and said our financials are not factored in when a modification is being considered. Please tell us how is this possible? Also, doing this time, our city suffered a flooding disaster ( , 2017 ) and this representative called attempting to collect a payment from us! Finally, we should have been offered a much better modification due to the disaster in our area recently. This is the fourth complaint on the same issue with this company and while the POC continues to deny Nations Star did nothing wrong, please share with consumers, state and government housing authorities why Nation Star would choose to exclaim its representatives did nothing wrong. Is that even the point? Previous submission (  )",,NATIONSTAR MORTGAGE LLC,TX,77069,,True,Web,2018-01-13,Closed with explanation,True,True,2781795,[0. 0. 0. ... 0. 0. 0.],"['modification', 'star', 'disaster']"
793,2021-11-09,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"I went into covid forebearance and was ready to start paying in//2021. I was advised to let me forebearmace end even though I was also told that there was an automatic option of modifying my loan and setting it to market interest rates with my balance added to the end of the loan. I requested in  and they didnt process until . I was told I didnt have to make my  Payment I order for my loan modification to begin. I paid in  and received paperwork in the mail offering me options Like I hadnt already requested a loan modification. I paid my mortgage in  and for . I called to say and they still have not even processed the paperwork for a loan mod for me despite knowing that I have lost income and am entitled to a loan mod. They said they would give an update at the end of the week. However this is an internal update and provides me no relief or guidance as to the process and where it is at. I feel like Sierra pacific mortgage is intentionally dragging their feet on my loan mod because it isnt a new loan. They are using the excuse that they are busy, yet a conventional loan will Close and fund in 30 days. It feels discriminatory and maybe delaying to hope that the market interest rate rises prior to them modifying my loan.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,SIERRA PACIFIC MORTGAGE,CA,91350,,True,Web,2021-11-09,Closed with explanation,True,True,4890834,[0. 0. 0. ... 0. 0. 0.],"['mod', 'loan', 'modification']"
794,2022-09-16,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,I applied for a refinance of my existing mortgage through PHH on //2022. I was conditionally approved during the application process after my credit evaluation and income verification. I was then told by my loan processor   that I needed an appraisal for my home at my expense. I paid appx {$580.00}. My loan app proceeded to underwriting in which they sent me over a list of conditions. I submitted all the required documentation. A week went past and o didn't hear anything so I reached out to my loan coordinator . She told me that my loan was being sent back because I didn't have enough income to support the loan. I told her that I was already approved to refinance with cash out after I submitted my paystubs and w2 's. She said well they must have over looked something. You will be contacted in 24-48 hours with a decision. I waited 48 hours before I called  to check on the status. She never returned my call however she sent an adverse action letter to my email. I emailed her in reference to the denial notification and she said she thought my income was good she doesn't know why the loan was denied. I felt this was very unprofessional and unethical of PHH to have me go through the process only to deny me after they pulled my credit which dropped my points by . Also caused me financial hardship by paying for an appraisal that I'm not going to get reimbursed. In addition to the mental and physical stress this has caused me and my family.,,Ocwen Financial Corporation,GA,30014,,True,Web,2022-09-16,Closed with explanation,True,True,5989927,[0. 0. 0. ... 0. 0. 0.],"['process', 'income', 'loan']"
797,2023-02-07,Mortgage,Conventional home mortgage,Trouble during payment process,,"This new complaint has been filed as a follow-up to the previous Complaint #  that was closed before we could complete our additional research and submit our findings. Wells Fargo previously stated in their // response that no payments had been received on our account from // through //. We were in a Chapter  bankruptcy from // until all payments at 100 % had been completed and our file closed in . We have attached a document reflecting bankruptcy payments made to Wells Fargo for Mortgage arrears during this timeframe in the amount of {$15000.00}. Wells Fargo initially responded with a mortgage arrears amount of {$31000.00}, however, Wells Fargo petitioned the bankruptcy court to remove the mortgage from our bankruptcy case to proceed with foreclosure. Where were the total mortgage arrears payments of {$15000.00} paid through our bankruptcy case applied on our mortgage account? Additionally, we have attached a file ( saved on // ) reflecting  mortgage payments made in a Wells Fargo  location at the mortgage amount prior to the loan modification being approved. Again, where were these mortgage payments applied on our Wells Fargo mortgage account? Please remember that we both (  and  ) had checking and savings accounts with Well Fargo at the time of these payments.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,GA,30043,Older American,True,Web,2023-02-07,Closed with explanation,True,True,6535133,[0. 0. 0. ... 0. 0. 0.],"['mortgage', 'bankruptcy', 'account']"
798,2016-03-31,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"We started to refinance our house ( s ) in Hawaii with Freedom Mortgage through a private broker in  of . We finally signed on // and Freedom Mortgage has still not paid off our loan or our other bundled pay offs with no communication as to why it was not paid. This has not only cost us money because some payments have now been double paid to not be late but extreme grief and hardship on my husband and myself. This process was to lower our payments and help us to make one monthly payment that was lower that the others. This company should be held accountable for their actions and the hardship they have caused to my family. We have an excellent credit rating, and have NEVER missed any payments to anyone.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,75098,,True,Web,2016-03-31,Closed with explanation,False,True,1858955,[0. 0. 0. ... 0. 0. 0.],"['freedom', 'lower', 'hardship']"
799,2018-01-22,Mortgage,Conventional home mortgage,Trouble during payment process,,"I had a mortgage that was being paid by myself and Spouse. He  in //. I continuing to pay mortgage and after refinancing loan ( // ) to fix immediate problems, it increased my loan by  a month. In //, I lost full time job. I went back to bank to return monies and wanted to do a loan modification, they would not! I predicted then, my credit would be ruined and I could lose my house ... In //, I begged them for another loan modification and did not qualify, despite my ? I had told them that from the beginning and ended up losing a total of three full time jobs because employers would illegally found out about my open Workers Comp claim. Because my injuries are considered a catastrophic condition, a Judge ruled my medicals could never be settled. I have been fighting this case since // and continue to do so today ... In //, I again between my mortgage, private insurance and meds WC would not pay for, my expenses exceeded  a month. So in //, I again begged for the bank to help me, after awhile they indicated the  . had a HARP program and I filled out paperwork, with many problems. Some of the documents were faxed 2, 3, 4 times, that I had to start a 2nd loan modification in //. The bank continued all along in taking my house and a Sheriff Sale was in effect for //. The bank would not wait up for their other department to process the loan modification, I begged and pleaded. The lawyer I hired was no help, while he was on vacation, I contacted the lawyer in  and took money out of my settlement/medical account. to pay mortgage and showed good will. I told attorney that I had wrote letters and had filed   Complaints. The 1st complaint was filed // and I still have not received a response from this complaint. On //, I decided to spend extra time at my fiances house for //. I came home // to find my house burglarized and a note on the door that my house was "" vacant '' I reported this to the   # and my police. The    told me that a   was in my house, the police gave me another name,   . A women returned my call from the    and I told her about the missing items, he was all through my house, etc. When I called her again, with the police report, she never has returned my call, but forwarded it to the Chairman of the Board Office, of CITIZENS BANK, my lender! I talked to  and was glad to talk to her and explained problems from the beginning of the loan, and if customer service department and foreclosure dept exchanged information, I would not be in this situation! I tried myself to negotiate what fear I had, let alone the missing, broken items in my house! They have not backed down ... There is sooo much more that has happened, can you please help me?",,"CITIZENS FINANCIAL GROUP, INC.",PA,17036,,True,Web,2018-01-22,Closed with explanation,True,True,2788887,[0. 0. 0. ... 0. 0. 0.],"['modification', 'house', 'police']"
801,2020-09-22,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"      . 
, CT  //2020 Wells Fargo Home Mortgage     , IA  To Whom It May Concern, Regarding our mortgage ( loan number  ), your most recent mailing informs us that our payment suspension will end at the end of this month. This is in error as I have used your online form to extend the forbearance period another 3 months. Further, we have submitted your Authorization To Release Information Form nominating our attorney,   , but we have received no acknowledgement of our submission. In addition, your latest communication mentions the Payment Assistance Action Request Form and that it can be accessed by clicking on the "" Reply Now '' button on the mortgage account summary page. No such button appears on my summary page. 

We are ready to begin mortgage payments again, however, we require that the forbearance amount be added to the back end of the mortgage.   calls it the following - "" Starting //2020, offering a payment deferral solution in which your deferred payments will be due at the end of the loan ''. It appears on their website -    

We also ask that use   's checking account for the automatic withdrawals for the mortgage payment instead of the account on record. The routing number for   Bank is  and the account number is . Withdrawals should be every 2 weeks as before. 

Please respond immediately and let us know that you have recorded our requests. 

Sincerely,      CC :   , Consumer Financial Protection Bureau",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CT,06877,,True,Web,2020-09-22,Closed with explanation,True,True,3860420,[0. 0. 0. ... 0. 0. 0.],"['account', 'mortgage', 'payment']"
803,2020-11-08,Mortgage,Conventional home mortgage,Trouble during payment process,,"Respected Sir/Madam, I am currently having mortgage Loan a/c  with PennyMac . For above said mortgage account I have escrow account set up to make payment towards my Property tax and Insurance. From said escrow account, payment towards Property Tax needs to be made on semiannual basis. For current year 2020, PennyMac did one of those payments after due date and second payment has not been done till date. For the past few months I am following up with PennyMac to make second payment due for this year 2020 to  County IL. In all follow ups I had with the Call Center team, it was acknowledge that tax payment for second half of the year was missed and that it would be processed immediately. I had asked team to provide written acknowledgement stating that I had formally lodged complaint and that it would be followed up. Neither did I receive written acknowledgement of the issue nor the team acted upon on the request to make tax payment to  County IL till date. As a result of delay in payment I am being charged interest of {$92.00}. I request that PennyMac be held responsible to make this additional payment as it has occurred due to lapse on its part. I would request CFPB to intervene and resolve the complaint at the earliest.",,"PENNYMAC LOAN SERVICES, LLC.",IL,60089,,True,Web,2020-11-08,Closed with monetary relief,True,True,3942139,[0. 0. 0. ... 0. 0. 0.],"['payment', 'account', 'team']"
804,2021-11-08,Mortgage,Conventional home mortgage,Trouble during payment process,,"I asked for HomePoint Financial, the company who services my mortgage for the investor  , to request for a primary occupancy waiver requirement because I have moved to a full time telecommute position that requires a dedicated office space separate from the rest of my living areas. Because of this requirement, I was looking to move into a larger home as my current home does not have a space for this. 

The first request was sent at the end of  and it is 5 months later with still no reply. At this point, the waiver isn't really needed because the occupancy requirement ends after 1 year on // but I still would like to receive a response. I have been asked to provide additional info several times. There have been times where I provided the additional info and they say it hasn't been communicated to the investor after weeks of waiting. This process has been drawn out forever and noone follows up when asked. I just got asked again for the additional info I previously sent, I resent it, and now just received another canned, automated reply saying additional information is needed. Completely unacceptable.",,Home Point Financial Corporation,CA,92604,,True,Web,2021-11-08,Closed with explanation,True,True,4888897,[0. 0. 0. ... 0. 0. 0.],"['requirement', 'occupancy', 'additional']"
806,2021-11-08,Mortgage,FHA mortgage,Trouble during payment process,,"Our loan was sold from  to  Mortgage . 
It seems the servicer is double billing use for property tax billing. I have attached examples of the error. We have called multiple times and have yet to get a response to our concern. 
As seen, the documents from   outline all payments that are to be deferred for the home loan : The total amount of {$55000.00} is stated as including an escrow balance and other past-due amounts to be deferred totaling {$12000.00}, and a principal interest of {$43000.00}. 









Now as seen on the documents provided by ServiceMac we have the same deferred amount of {$55000.00}, only this amount is not listed as the total amount deferred as in the  documents, but rather the deferred principal balance only. This suggests that the escrow balance has not been added even though we can clearly see from the above documents that it has been included in the total amount deferred of {$55000.00}. In addition to this amount we see listed another escrow balance of {$10000.00} : This is clear evidence of an additional escrow balance being added to the total amount deferred.  amount of {$12000.00} which is included in the total amount deferred, and an additional {$10000.00} escrow balance which only appears after ServiceMac takes over handling of the loan. Please see the attached PDF files to verify these findings. We would like a prompt explanation as to how ServiceMac plans to correct this issue as our monthly Mortgage amount is currently being effected by the error.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SERVICEMAC, LLC",CA,90807,,True,Web,2021-11-22,Closed with explanation,True,True,4887447,[0. 0. 0. ... 0. 0. 0.],"['deferred', 'escrow', 'balance']"
808,2019-08-23,Mortgage,Conventional home mortgage,Trouble during payment process,,"The problem is with my escrow account. Because we were out of town and missed a short turn around letter from the bank. We were given a shortage amount to be paid. We were given a subsequent amount to pay which we did. The analysis said if we pay that amount we would pay the smaller designated amount {$1600.00}. However, that did not happen and we received a higher payment in the //2019 statement. Since then we have received two more analysis and and three more statements with different amounts to pay. All of them increasingly higher asking us to pay more because this bank incorrectly planned for the following years tax payments. Now we are being asked to pay more ( {$1600.00} ) than we can afford per month. We are willing to do what we can but this bank is being very unreasonable. I tried to get the problem solved with help from the  but that is useless because they assume no responsibility just want us to pay for their mistakes.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60188,Older American,True,Web,2019-08-23,Closed with monetary relief,True,True,3352159,[0. 0. 0. ... 0. 0. 0.],"['pay', 'analysis', 'higher']"
810,2021-11-08,Mortgage,Conventional home mortgage,Trouble during payment process,,"The lender for my home mortgage is United Wholesale Mortgage ( UWM ). After I paid 80 % of the loan, I was given an option to close the Escrow account which I did in //2021. In  I was sent a check for {$5900.00}. I deposited the check in my Savings account and right when I was about to pay the property taxes using that money, the check returned. I was sent no communication from the lender as to why the check returned. I contacted them a few times but I was provided generic information and told that they will send a new check. Property taxes were due in  and I could not pay it on time as I didnt get the check on time from UWM . 

I had to not only borrow money from someone but also pay a late payment fine on my property taxes. Since then I have contacted UWM more than 5 times and I have been put on hold for hours. Every time they representative tell me that check is on its way but I have still not received it.",,"United Shore Financial Services, LLC",IL,60089,,True,Web,2021-11-08,Closed with explanation,True,True,4888661,[0. 0. 0. ... 0. 0. 0.],"['check', 'pay', 'account']"
811,2021-12-27,Mortgage,Conventional home mortgage,Trouble during payment process,,"From inception of my mortgage in  through ,  and its mortgage servicers, including but not limited to, BofA, repeatedly committed a pattern of intentionally negligent misrepresentation forcing numerous years of litigation that should have been resolved via settlement agreement in early . Since such settlement agreement,  and its mortgage servicers, including but not limited to, BofA, continue to repeatedly commit a pattern of intentionally negligent misrepresentation including but not limited to : - failure to provide timely mortgage statements - failure to provide correct accounting in mortgage statements- elder abuse through harassing  year old family members about mortgages they were not a party to in any manner - failure to abide by terms of mortgage agreement - failure to update address - repeated pattern of violation of settlement agreement post multi-year forced litigation after repeated attempts to illegally foreclose on home - fraudulent representation of mortgage terms- intentional misrepresentation of intentional pattern of actions as errors - intentional failure to resolve pattern of intentional misrepresentations over multiple years while refusing to take any action to correct and initiate good faith business dealings Full documentation has previously been provided to   representatives and is available again for production, per terms of fair resolution provided with receipt of payment for time already incurred to date averaging a minimum of  from .",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NV,89451,,True,Web,2022-05-04,Closed with explanation,True,True,5045425,[0. 0. 0. ... 0. 0. 0.],"['pattern', 'intentional', 'failure']"
813,2019-01-30,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,"On //, I contacted Specialized Loan Servicing ( SLS ), my home equity servicing company to request a loan payoff. I was emailed the payoff which had a payoff date of //. On // I wired the amount requested on the payoff as instructed in the letter and was under the impression that my loan was satisfied and paid in full. On or about //, I received a call from SLS, stating that the payoff amount was incorrect and they need an additional {$4000.00} for attorney fees that I was not aware of. I told the representative that I would need to speak with my attorney and if they could provide me with an invoice showing what the additional charges were for. I requested to speak to a supervisor and was told that one would give me a call back in 24 to 48 hours.  I did receive a call from the supervisor and was told the same thing about the attorney fees. I explained to him that it is not my fault that they ( SLS ) issued the incorrect payoff letter and now I was being penalized for their error. Needless to say, with the holidays and I could not afford the additional {$4000.00} and notice that on // a deposit was made into my bank account for the amount I originally wired on //. When I called SLS to complain again on // they were no help and gave me the attorney 's contact information to get an invoice. I spent over 2 hours on the phone with no resolutions. I told that a new payoff letter was mailed to me on // with a payoff date of //, which is impossible considering that it takes more than 2 days for delivery of mail. I finally tried to get a new payoff letter from them and was told that they can not email payoff letters, which they did on // and I would have to wait for the mail. As of today and almost 2 weeks, I still have not received the payoff. I reviewed a statement that they sent me and it shows that for the entire month of // they charged me interest against the loan even though they received my wire on  and kept it until //, causing me to loss interest while they charged me interest against the loan. This is completely unacceptable that they can charge me interest wile holding my funds for 11 days with me losing interest. I spoke to representative on // and she was of no assistance informing that they never applied the funds to my loan so they can go ahead and charge me interest since the funds were never applied.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NJ,07041,,True,Web,2019-01-30,Closed with explanation,True,True,3137768,[0. 0. 0. ... 0. 0. 0.],"['payoff', 'attorney', 'wired']"
814,2019-09-27,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,"On or about //2019 BB & T sent a letter to me stating they have suspended my ability to obtain advances on my line of credit. They stated because I have delinquent credit obligations with other creditors. This info was obtained by BB & T thru . I pulled my credit using the Annual Credit report website and chose . My credit history with all but one creditor was in good standing. The creditor in question was a card my wife and I had in both our names. She put some dental work on the card and forgot to pay it and didn't even realize she was behind until my line of credit was frozen. 

I called BB & T  PA Branch and spoke with   NMLS ID . She was also the person I spoke with when I applied and obtained the loan in the first place back in /  2019. She looked into it and she called me back, said that the line of credit would be frozen for a year. I was in shock. I have plans for this money in the next 12 months and now everything must be placed on hold. She suggested a formal request to unfreeze the a/c to escalate the problem in the BB & T company. I received a notice stating that again my line was frozen because of the same delinquent account and would remain frozen. Also, this loan was opened with a variable rate. I asked if the could be fixed so I can build a payment plan to pay the line of credit off as soon as I can. She looked into it and got back to me, she stated that no, the loan can not be changed from a variable to a fixed for the same reason as the suspension, delinquent account. 

The delinquent account that caused this mess is now caught up with the payments and in good standing. My credit report reflects this. Its outrageous. I work hard on my credit to be in good standing. All of my other accounts are impeccable. One credit card with a {$600.00} balance that was grossly overlooked and my HELOC and all the plans I have for it is in jeopardy. 

How I want this to be resolved is 1. I want the suspension to be lifted from my HELOC and be able to use the funds immediately and 2. be able to lock the HELOC into a fixed rate loan.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,PA,19014,,True,Web,2019-09-27,Closed with explanation,True,True,3388665,[0. 0. 0. ... 0. 0. 0.],"['credit', 'frozen', 'line']"
815,2021-03-18,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,At application I was told I qualified for a {$5000.00} home dream credit. At conversion I was told that I still qualify. After the commitment was issued and underwriting reviewed my income the loan officer called to congratulate and tell me Im getting {$3900.00} of the {$5000.00} credit. A week later a supervisor called to say the underwriter messed up and I didnt qualify. My cash to close increased by almost {$700.00} an hour before closing with no communication by my mortgage team. As of yesterday //17 a rep from  advised on a monitored line that WF is not required to give any credit even if its verbally disclosed on the monitored recorded line. Despite the Underwriting teams mess up of income calculation and   calling me to confirm Im eligible for the {$3900.00} credit. They only legally required to provide credits if disclosed on the CD. How is that fair? Is this even legal? This was a complete bait and switch and the rug was pulled out underneath me. I was counting on the credit. Same day I closed on my house I had to put my  year old dog down. ( {$1000.00} vet Bill same day ) My reserves were completely drained with the loss of the credit I was promised by the loan officer on the monitored and recorded line. I feel the loan officer and Wells Fargo have violated fair laws. I believe because it was disclosed and even verbally it should still be honored,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MN,55420,,True,Web,2021-03-18,Closed with explanation,True,True,4224768,[0. 0. 0. ... 0. 0. 0.],"['disclosed', 'credit', 'officer']"
816,2019-01-30,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,"Our deed and mortgage was recently sold by   to     and is being managed by Selene Finance. Selene Finance conducted an assessment of our property and determined a Broker Pricing Opinion ( BPO ) of $  in mid-. A contract was submitted for  based on the BPO and  /Selene countered the contract for $ . Due to this unfair and unreasonable counter, the buyer cancelled the contract. We have been through the ringer for the past several months trying to work with  /Selene on a short-sale to establish a "" dignified exit '' and avoid foreclosure. They have created unfair and unreasonable roadblocks every step of the way to discourage buyers to back out. It can be perceived that these acts are being done intentionally with the goal of foreclosure. We currently have another ratified contract that has been submitted to  /Selene for consideration in the amount of $  which is well within the BPO that they came up with. I am asking for your help to please investigate these unfair business practices and support the negotiation of a fair and just short-sale sale agreement. Please advise if you require any further information.",,Selene Finance LP,VA,20111,,True,Web,2019-01-30,Closed with explanation,True,True,3135849,[0. 0. 0. ... 0. 0. 0.],"['selene', 'contract', 'unfair']"
818,2018-11-13,Mortgage,Conventional home mortgage,Trouble during payment process,,"We have made numerous complaints against this company that claims we are in bankruptcy which we are not. All I want is a payment history for this year. I have only got things when I complain. They told us to see are lawer. We dont have one. No bankruptcy. This comyshould be closed down .we pay  $ every month to them. This is our own information. 
Specialized Loan Servicing         Co  Loan            NY   Thank you",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,NY,10309,Older American,True,Web,2018-11-13,Closed with explanation,True,True,3072813,[0. 0. 0. ... 0. 0. 0.],"['bankruptcy', 'complain', 'specialized']"
819,2021-07-02,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"I refinanced my house with PNC Mortgage. The process took over 7 months to complete and the interest rate was 0.5 % higher than what I was quoted. I did everything that was asked of me in a timely manner. I tried for months to work with the loan officer and the customer service department and they did nothing for me. They came up with faulty excuses for why the process took so long and for why I did not get the lower interest rate. I am including a timeline below.  is the loan officer. There was no contact from PNC to me from // to //, which is about two and a half months. 

// -  sends refinance directions. The process started on the phone prior to this. I do not have the date. 

// - I email all required documents to . 

// -   emails me asking for documents I had already sent to . I informed her that I had sent them to . I also send them to . 

// - I pay {$610.00} for a credit report. 

// -  sends me a receipt of my payment. 

// - // Absolutely no contact! 

// -  emails asking me to submit current versions of all documents I had already sent on //. 

// - I call & email . He assures me that all is good. He also apologizes & says he is having a busy morning. 

// - I send "" Borrower 's Confirmation of Disclosure Report. '' // - I resubmit documents to . 

// - I receive DocLink and sign. 

// -  emails asking for child support statement. I had already emailed this months prior. 

// - I receive a new DocLink and sign. #  // -  emails saying my credit report expired and a new one needs to be produced. She also asks me to resubit documents. 

// -  emails saying loan is "" routed for final approval. 

// - I receive a new DocLink and sign. #  // -  emails saying "" we still need to address a few things. '' These "" things '' are "" things '' that I had already addressed months prior. I readdress them. 

// -  emails me asking if I understand everything. 

// - I receive a new DocLink and sign. #  // -  asks me to resubmit new documents such as paystubs again because the others expired. this is the third time doing so. 

// - I receive a new DocLink and sign. # 5 // - I receive a new DocLink and sign. # 6 // -  emails to see if we can talk the following day on the phone about a "" review of refinance. '' // -  emails about final review & a compliance issue that was corrected. 

// - I receive a new DocLink and sign. # 7 // - I receive a new DocLink and sign. # 8 // -  emails about closing location. 

// - I receive a new DocLink and sign. # 9 // -  emails about DocLink & says it is extremely urgent. 

// - I email  &  asking about closing because I have heard nothing from them. 

// - Almost 7 months after starting, I finally sign papers in person for closing. Closing is not yet 100 % complete!! 

// -  emails to ask how the closing went on the . This is a great summary email of the entire process. He had the date wrong!",,PNC Bank N.A.,CA,94804,,True,Web,2021-07-02,Closed with explanation,True,True,4511618,[0. 0. 0. ... 0. 0. 0.],"['sign', 'receive', 'process']"
820,2021-11-29,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"Today //2021 Shellpoint 's representative   just made up that I said that the documents that Shellpoint requested from me were not necessary. But, he will not list what these alleged documents are because it is false. 

The only document that I did not sign was the tax payer consent form. This form authorizes Shellpoint to release my personal tax information to third parties. This document was not necessary when Shellpoint provided a modification which it would not comply with after I successfully made all of my trial payments then Shellpoint took back the loan modification because I paid the amounts on their statements. 

I provided Shellpoint with a 4506-T and a 4506-C which allows Shellpoint to access my tax information form the IRS. I provided my last two years of tax returns.",Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,78664,,True,Web,2021-11-29,Closed with explanation,True,True,4957839,[0. 0. 0. ... 0. 0. 0.],"['tax', 'modification', 'form']"
